RecordID,Species,Latitude_original,Longitude_original,Country_parsed,State_parsed,LocalGovernmentAreas,Year,Month,Day
ed7650ca-babd-49e2-be00-ae13a5886a11,Rhinella marina,-26.115,151.8344444,Australia,Queensland,South Burnett (R),1960,1,1
a8cf707f-e851-4168-ae36-5142769c2b1f,Rhinella marina,-15.46105541,142.1755357,Australia,Queensland,Carpentaria (S),2010,6,10
26124eb1-3d8b-438e-93a7-380bbc0a710e,Rhinella marina,-26.24,152.8844444,Australia,Queensland,Sunshine Coast (R),1992,8,1
360ee45a-ee18-473c-814d-5f8c4b5d1f36,Rhinella marina,-25.87859928,152.6397923,Australia,Queensland,Fraser Coast (R),1995,1,27
9d780752-35b3-48fb-9dba-89453a62f55f,Rhinella marina,-25.1833089,150.1880373,Australia,Queensland,Banana (S),2000,3,26
03bcbf63-0acb-4acf-a621-bee0205ebfdf,Rhinella marina,-25.45091805,150.0430414,Australia,Queensland,Banana (S),1996,1,1
07d6535a-313a-482e-8695-5c8cdc48062c,Rhinella marina,-22.81472222,150.6063889,Australia,Queensland,Rockhampton (R),1991,8,1
4e20eebd-b65c-4f0d-af4f-a4146b5007df,Rhinella marina,-12.96132,131.008267,Australia,Northern Territory,Coomalie (S),2014,6,14
f315a57d-9248-4e7b-8449-b5a729bbe255,Rhinella marina,-24.93002,149.33569,Australia,Queensland,Central Highlands (R),2012,4,17
6a2c8e26-0aa2-44b0-9345-067c2321b5bc,Rhinella marina,-16.52876381,144.9970767,Australia,Queensland,Tablelands (R),,,
be7f9e6d-91c5-45fa-8d12-3ab4970d4913,Rhinella marina,-17.815,146.0677778,Australia,Queensland,Cassowary Coast (R),1959,1,1
7dc295bc-d0b3-4c3f-aa8d-5e3cfe2af503,Rhinella marina,-25.540073,152.714634,Australia,Queensland,Fraser Coast (R),2018,2,25
827b45bb-6265-4dd7-ba90-5316a88b31ee,Rhinella marina,-26.40638889,150.0191667,Australia,Queensland,Western Downs (R),2000,1,14
e92cdd56-087d-4f56-bad3-89dad4132f2b,Rhinella marina,-12.97956111,130.9620694,Australia,Northern Territory,Coomalie (S),2014,1,1
b3b2ee79-0ea1-4c0d-9b17-0f39cdfd59b6,Rhinella marina,-25.88534026,152.6416884,Australia,Queensland,Fraser Coast (R),1996,3,2
96c44f70-328b-42fa-8e87-a8d803cc17a5,Rhinella marina,-25.11215221,149.3028236,Australia,Queensland,Banana (S),2001,4,6
a4877e26-335b-41d7-a542-413255f9aeaf,Rhinella marina,-27.52341017,152.1260821,Australia,Queensland,Lockyer Valley (R),1994,2,20
1220c8b0-19d9-4ac7-823e-925848efb67a,Rhinella marina,-24.36250024,151.0057416,Australia,Queensland,Gladstone (R),2004,2,18
372132b8-3c1b-4505-8c18-0d95fc6984e1,Rhinella marina,-27.96583333,153.3905556,Australia,Queensland,Gold Coast (C),2001,1,13
3101461b-5a67-42e5-b392-56893a2c4f88,Rhinella marina,-26.77340543,153.009394,Australia,Queensland,Sunshine Coast (R),1992,5,10
03107082-a3b9-4b44-9062-bf8d24afa239,Rhinella marina,-27.63173745,152.9344026,Australia,Queensland,Ipswich (C),1996,9,6
8255d6b2-a941-4889-bdc8-fdad15370a21,Rhinella marina,-27.635472,153.256401,Australia,Queensland,Redland (C),2022,4,14
c94ca17b-7b47-4462-ba67-5d8ea313b14a,Rhinella marina,-27.70674174,152.32608,Australia,Queensland,Lockyer Valley (R),1993,3,13
d4d56950-8a30-4070-9d8e-c2138d0fe0e1,Rhinella marina,-26.97479501,152.8913421,Australia,Queensland,Moreton Bay (R),1994,4,16
d968dac1-5f17-442f-9c8d-5c3d9223a67d,Rhinella marina,-12.4872869,130.9716669,Australia,Northern Territory,Palmerston (C),1998,11,15
295b1a0b-6c1e-47a6-ba4b-74e514a13af4,Rhinella marina,-27.09759465,150.6974559,Australia,Queensland,Western Downs (R),2008,11,20
32bfe34a-4c54-4c16-b337-16a68021b124,Rhinella marina,-28.195,153.0972222,Australia,Queensland,Scenic Rim (R),2006,12,12
64348674-488f-4458-9abe-9a261d356049,Rhinella marina,-26.68408761,152.6211343,Australia,Queensland,Sunshine Coast (R),1995,12,5
c17c8b0f-ce3d-48c9-a5fe-9dac438e2b98,Rhinella marina,-27.45674301,152.2260797,Australia,Queensland,Lockyer Valley (R),1993,8,23
51c9b10e-df9f-4740-8878-05787bc0ee56,Rhinella marina,-26.49007354,152.8927266,Australia,Queensland,Sunshine Coast (R),1994,1,27
c97582ea-df9b-4910-b5a8-fe3c0316c14a,Rhinella marina,-20.8523964,147.7706112,Australia,Queensland,Whitsunday (R),2006,7,12
ec5e91b7-ec9a-41a5-bea0-250d064df90f,Rhinella marina,-22.6736,150.6767,Australia,Queensland,Rockhampton (R),1991,8,16
be241f9e-a491-4f8f-b12e-fccb1b50636b,Rhinella marina,,,,Queensland,Sunshine Coast (R),2019,2,14
aea40a9c-6835-4a42-939a-48df7e03018d,Rhinella marina,-20.083333,145.616667,Australia,Queensland,Charters Towers (R),1978,4,15
38c451ea-67d6-487a-9ef9-842e76503deb,Rhinella marina,-18.73166666,145.9677778,Australia,Queensland,Hinchinbrook (S),1939,1,1
993bd246-e36d-4807-917a-066bf36518ad,Rhinella marina,-12.26980324,134.0852922,Australia,Northern Territory,West Arnhem (S),2009,5,27
ceb69af1-a881-415e-999b-57e20211f6d4,Rhinella marina,-13.917211,130.792403,Australia,Northern Territory,Victoria-Daly (S),2014,9,25
8ecd172f-ad7b-494a-bf57-a89c00144dc6,Rhinella marina,-28.05673832,152.6760773,Australia,Queensland,Scenic Rim (R),1992,7,1
3c1e8376-f191-4b99-a836-b8fd6edf7be0,Rhinella marina,-14.87419716,144.4320446,Australia,Queensland,Cook (S),2018,7,2
c1f9a522-e679-4138-ac0a-fef824d7153d,Rhinella marina,-19.88178958,146.1844495,Australia,Queensland,Charters Towers (R),1991,1,1
fdabdca9-6377-43aa-b1e6-aff0b55dc753,Rhinella marina,-20.54942617,147.5604345,Australia,Queensland,Whitsunday (R),2006,7,19
1018ec3c-c8b0-4904-b469-1da216b3a9cd,Rhinella marina,-27.362481,153.019155,Australia,Queensland,Brisbane (C),2021,2,10
8343f692-ebca-4750-b4fc-91d58dce70d4,Rhinella marina,-25.45859401,152.6312114,Australia,Queensland,Fraser Coast (R),2013,6,9
622426f8-06d9-420a-80f7-6cdbe3ec5698,Rhinella marina,-18.14064,143.22914,Australia,Queensland,Etheridge (S),,,
b61df445-522d-4043-a805-4b6a457db521,Rhinella marina,-14.25944444,144.4661111,Australia,Queensland,Cook (S),2001,11,26
3983334f-5826-46c1-b15f-725c1dad7988,Rhinella marina,-21.065,149.1594444,Australia,Queensland,Mackay (R),1979,1,1
9cc7464c-771b-472e-9e3a-5ee196dd1ded,Rhinella marina,-26.796322,152.871944,Australia,Queensland,Sunshine Coast (R),2016,11,1
892a489c-3311-4a98-aa78-da50c6c751f8,Rhinella marina,-23.69,149.8177778,Australia,Queensland,Central Highlands (R),1966,1,1
d7cf8552-0022-46e7-a53b-5c8b763bd851,Rhinella marina,,,,Queensland,Sunshine Coast (R),2020,3,3
1bc372d9-a995-4a45-a4a4-50eac4cc2809,Rhinella marina,-19.166667,146.6,Australia,Queensland,Townsville (C),1998,2,4
7e225cad-9de6-44e6-9d5b-2451d67843f5,Rhinella marina,-25.75666666,150.2927778,Australia,Queensland,Banana (S),1967,1,1
ad7ed7c7-d8c9-408b-9737-8b02698dd942,Rhinella marina,-15.78597158,145.2427731,Australia,Queensland,Cook (S),1976,11,16
d72b007f-aa9e-466e-8d3e-0a326944d3f0,Rhinella marina,-16.73217,137.43256,Australia,Northern Territory,Roper Gulf (S),2010,6,18
b0116b82-197e-4ebf-b9a0-0346be377b15,Rhinella marina,-16.488206,145.052567,Australia,Queensland,Tablelands (R),2014,9,14
17e9693f-9482-499e-ba23-b93cd4b4b165,Rhinella marina,-25.425667,152.920449,Australia,Queensland,Fraser Coast (R),2018,2,27
c1ed5711-6be3-4171-913f-caee81ba0b5b,Rhinella marina,-25.88286396,152.6336103,Australia,Queensland,Fraser Coast (R),1996,3,1
9d7e6a47-f391-4a06-9e4e-0f2d07610654,Rhinella marina,-21.8179,148.09662,Australia,Queensland,Isaac (R),2015,3,18
09171d60-c344-465c-be92-c38d18cb6b17,Rhinella marina,-25.43958219,152.5006175,Australia,Queensland,Fraser Coast (R),2003,1,23
c509351c-95ae-4caa-a3fe-63e283bf4b59,Rhinella marina,-24.42012542,151.045756,Australia,Queensland,North Burnett (R),2004,2,17
0c15f21d-20dc-4be6-869c-71590b1c58d3,Rhinella marina,-17.49204449,145.3838445,Australia,Queensland,Tablelands (R),1994,12,15
44b584c0-a7ce-42d4-8057-07a3feaee239,Rhinella marina,-28.04006752,153.2427345,Australia,Queensland,Gold Coast (C),1993,1,30
819ed66a-e341-494c-a999-8bcdf732f6f8,Rhinella marina,-27.12684559,152.9625964,Australia,Queensland,Moreton Bay (R),2018,2,24
e73dbc4d-244c-4895-b06d-8930fbf4a7d9,Rhinella marina,-24.55955532,151.3266183,Australia,Queensland,Gladstone (R),1997,7,11
85397f48-84b7-4580-b8d1-9d06d5a9ae2b,Rhinella marina,-25.39,152.0427778,Australia,Queensland,North Burnett (R),1974,1,1
7c04872e-48ce-4373-824e-1a30e87af43a,Rhinella marina,-13.15246,142.89598,Australia,Queensland,Cook (S),2016,3,18
a5dfdb65-c357-4f51-be36-765b440c4f19,Rhinella marina,,,,Queensland,Sunshine Coast (R),2017,1,24
aebfee72-a7cc-4f50-831c-8c6dea1b0030,Rhinella marina,-27.34007375,152.6260719,Australia,Queensland,Somerset (R),1992,9,25
c5303b6b-11da-4280-9842-7577215f24b8,Rhinella marina,-13.67003054,130.981266,Australia,Northern Territory,Victoria-Daly (S),2007,5,21
ba0d13b0-7cb3-46ca-bdd5-0c48e06df8c6,Rhinella marina,-20.4899,148.5234,Australia,Queensland,Whitsunday (R),1982,1,1
96011237-8c63-42ba-85f2-f110ca606941,Rhinella marina,-22.95595455,145.3428043,Australia,Queensland,Barcaldine (R),2004,2,14
40dbadf1-53c7-49e6-9bb8-96e72e709d61,Rhinella marina,-27.50830556,152.2593056,Australia,Queensland,Lockyer Valley (R),2017,5,14
adc5d9ed-b545-44e8-84a8-c416acfd2ebe,Rhinella marina,-19.73166666,146.4344444,Australia,Queensland,Charters Towers (R),1940,1,1
4994e2a1-efbd-4f3c-99f2-049b118ac021,Rhinella marina,-27.39007367,152.6094059,Australia,Queensland,Somerset (R),1990,11,1
3bce9a13-a009-4bf1-b87b-32e6022e947f,Rhinella marina,,,,Queensland,Sunshine Coast (R),2023,1,31
ea2e6b4a-ba06-4331-9dc6-2dbbac664262,Rhinella marina,-21.20111111,148.9261111,Australia,Queensland,Mackay (R),1995,2,1
e8f81b44-965c-44b4-9800-471677212a6c,Rhinella marina,-13.97765346,143.5484492,Australia,Queensland,Cook (S),1979,3,19
98f4583a-30d5-4007-9780-3a9e3f1df50a,Rhinella marina,-27.45673669,153.0760654,Australia,Queensland,Brisbane (C),1993,1,1
03c1a5eb-51e0-4f09-a51d-1ff7600edfbc,Rhinella marina,-25.16938123,152.164817,Australia,Queensland,Bundaberg (R),1997,6,16
5e059b0d-3aa2-4951-b8a0-4f6918895818,Rhinella marina,-26.78729362,153.0968926,Australia,Queensland,Sunshine Coast (R),1993,8,16
081f9f28-7c72-4db6-ac89-ae580856c0e8,Rhinella marina,-13.41039,142.83404,Australia,Queensland,Cook (S),2011,8,13
9e87db83-cb83-4ec8-af4a-6c0e38aaface,Rhinella marina,-23.67341097,149.7431377,Australia,Queensland,Central Highlands (R),2000,2,27
66b492d4-bda5-4e80-8b54-42fa06996ab9,Rhinella marina,,,,Queensland,Sunshine Coast (R),2019,1,31
addfa0ec-e014-4736-a9c5-01f6bf951a17,Rhinella marina,-17.41996033,145.0104083,Australia,Queensland,Tablelands (R),,,
4b88ec21-81b1-4410-a44e-979aca3c2cda,Rhinella marina,-16.58899363,144.9234284,Australia,Queensland,Tablelands (R),,,
cd5938a8-9707-40c2-a706-55a50e1e05e0,Rhinella marina,-21.13166666,148.6677778,Australia,Queensland,Mackay (R),1979,1,1
71783545-234c-4018-a41e-56d5ea84ee29,Rhinella marina,-19.536944,144.203611,Australia,Queensland,Etheridge (S),2004,1,12
a16782a5-ad10-4800-8984-c66f5bca2b0c,Rhinella marina,-13.5057468,130.9803355,Australia,Northern Territory,Victoria-Daly (S),2007,7,27
8ec96990-674b-4b8a-957e-eddf8c115f6c,Rhinella marina,-18.212875,142.710678,Australia,Queensland,Etheridge (S),,,
7e6b6322-1c6f-4af4-991c-7ade8fb9add1,Rhinella marina,-15.566667,144.45,Australia,Queensland,Cook (S),1975,5,1
11626955-3a20-463d-8ff2-bae7c7ff9a51,Rhinella marina,-27.64006749,153.3760621,Australia,Queensland,Redland (C),1994,12,24
f0bb7862-e1aa-40fe-9a89-b900a6af0c77,Rhinella marina,-28.18450085,153.0401022,Australia,Queensland,Scenic Rim (R),2013,3,2
b02d1b2b-e7d7-42d1-9a72-0a90154774c0,Rhinella marina,-27.65673632,153.0760671,Australia,Queensland,Logan (C),1992,9,28
eed21c03-204e-4b9e-a659-68b71ff4bcde,Rhinella marina,-27.5726316,152.2697991,Australia,Queensland,Lockyer Valley (R),1900,1,1
dfda30b2-cd6a-467a-8a56-696bfee7d23f,Rhinella marina,-22.266667,147.266667,Australia,Queensland,Isaac (R),2000,12,18
0f4f92e9-dcee-4b15-b873-91c06a3f4811,Rhinella marina,-27.57340413,152.9427353,Australia,Queensland,Brisbane (C),1993,10,19
1d6c328c-144e-4832-ab59-ebb8647770d1,Rhinella marina,-13.427637,142.592984,Australia,Queensland,Cook (S),2015,8,30
6f5fe660-9887-4ffa-b03d-849b8523e3e0,Rhinella marina,-17.87111111,145.7588889,Australia,Queensland,Cassowary Coast (R),2001,11,29
c1eec946-4a27-499b-a1ae-969af255196b,Rhinella marina,-14.06582103,143.3171186,Australia,Queensland,Cook (S),1978,12,18
c6e4933b-43c4-4def-a196-0ceb974a804f,Rhinella marina,-27.51088889,153.4448056,Australia,Queensland,Redland (C),2014,2,6
0420434a-07a3-432c-b539-082f06d960d7,Rhinella marina,-28.15328944,153.1196031,Australia,Queensland,Scenic Rim (R),2008,1,21
d668fca6-55f3-4893-bee8-09d65249b4f6,Rhinella marina,-25.48723349,149.6567236,Australia,Queensland,Banana (S),2011,3,11
96ea5e9a-d856-48b5-8475-7307f09e9cc7,Rhinella marina,-27.90673507,153.1760677,Australia,Queensland,Scenic Rim (R),1993,10,26
98ed1671-b1ca-4be3-8a32-7abb4b35e22d,Rhinella marina,-13.28295,132.84386,Australia,Northern Territory,West Arnhem (S),2009,3,17
29b82933-e459-4d8b-99ad-25c7fff18517,Rhinella marina,-19.88166666,146.2344444,Australia,Queensland,Charters Towers (R),1974,1,1
edb3bfe6-78bc-4e3b-a544-b4e009d87605,Rhinella marina,-16.59334287,144.9310273,Australia,Queensland,Tablelands (R),,,
6724fd9f-2860-4311-a0ab-fb52a7f87c6a,Rhinella marina,-28.01507265,152.5427457,Australia,Queensland,Scenic Rim (R),1993,1,21
926329dc-e12e-4283-9951-a88a55806adf,Rhinella marina,-25.1833089,150.1880373,Australia,Queensland,Banana (S),2000,3,26
7c249294-2539-4cb7-80b1-d0e68ae1f47b,Rhinella marina,-21.29888889,149.2761111,Australia,Queensland,Mackay (R),1996,1,1
f7fdc03b-f137-4771-b4de-5ece72eb5ed8,Rhinella marina,-16.58471713,145.2279371,Australia,Queensland,Tablelands (R),,,
66f29391-68da-4979-b3ff-265b608a2515,Rhinella marina,-27.433333,152.983333,Australia,Queensland,Brisbane (C),1964,2,28
8d90097f-3e96-40b6-b25e-08898b0a289f,Rhinella marina,-14.26571765,134.5199848,Australia,Northern Territory,Roper Gulf (S),2009,7,23
b40ffdfa-c95d-4175-9cf4-7ea050b05640,Rhinella marina,-25.34252613,152.6073683,Australia,Queensland,Fraser Coast (R),2016,11,23
c58eb62b-e8ee-42ef-b10a-b4fcde042847,Rhinella marina,-27.2900714,152.9593992,Australia,Queensland,Moreton Bay (R),1992,11,14
dab4a82c-25ce-48de-9886-7ac787cf2a18,Rhinella marina,-23.9252,151.3127,Australia,Queensland,Gladstone (R),2017,2,6
6f543f9e-5479-41a2-8fe2-4f0ded9a3a85,Rhinella marina,-18.212875,142.710678,Australia,Queensland,Etheridge (S),,,
eafbceb0-1e91-4335-9b2a-04cdbb5a8a25,Rhinella marina,-16.78125,137.45249,Australia,Northern Territory,Roper Gulf (S),2010,5,29
85c3fb67-c225-49c4-8231-06f97d2352c4,Rhinella marina,-19.1625,140.2013889,Australia,Queensland,Cloncurry (S),2004,1,15
c8c22ed2-d66a-4a1d-806e-026caedb12f6,Rhinella marina,-26.220727,152.876138,Australia,Queensland,Sunshine Coast (R),2018,2,1
10f6ad00-bc09-4fdd-850b-2d632d17bd85,Rhinella marina,-16.5847171,145.2279371,Australia,Queensland,Tablelands (R),2013,5,19
e6fafb81-b445-4e64-a18a-ecea80b338e2,Rhinella marina,-16.67652968,145.243303,Australia,Queensland,Tablelands (R),,,
bd9a1209-5581-44e0-94b9-3c4bf4af75f6,Rhinella marina,-26.515,150.9344444,Australia,Queensland,Western Downs (R),1970,1,1
355a1cc0-6f9d-4b85-8b59-4befba2ec16b,Rhinella marina,-27.515,153.0677778,Australia,Queensland,Brisbane (C),1965,1,1
0b765354-2a01-4a68-b1e0-8cae13673bfc,Rhinella marina,-25.92680189,152.6260551,Australia,Queensland,Fraser Coast (R),2001,2,21
a69e6cda-2be3-45fa-8e15-11a39c0271b4,Rhinella marina,-19.10182,146.19716,Australia,Queensland,Charters Towers (R),2016,5,21
931652b6-a021-44c3-9be0-b4fb93209256,Rhinella marina,-24.31508455,151.9552237,Australia,Queensland,Gladstone (R),1982,6,9
70165795-6be6-43c2-92f8-9cb4657883a0,Rhinella marina,-16.58944452,145.2038674,Australia,Queensland,Tablelands (R),,,
34e3b9f0-ce0e-4e38-b655-9289de7e3609,Rhinella marina,-28.12075,153.4427778,Australia,Queensland,Gold Coast (C),2001,5,11
777d47c1-0052-40d4-954f-2323fa46b4ee,Rhinella marina,-19.4832,139.39717,Australia,Queensland,Mount Isa (C),2011,4,14
4fb9da9e-6370-4504-8102-f287a0ede751,Rhinella marina,-22.7,147.55,Australia,Queensland,Isaac (R),1997,3,9
5916ac41-c176-4b57-897c-1c8d2ba1e328,Rhinella marina,-13.917211,130.792403,Australia,Northern Territory,Victoria-Daly (S),2014,9,24
377faf14-c89f-4e1d-aa3a-11b889033fef,Rhinella marina,-17.48036,138.18299,Australia,Queensland,Burke (S),2010,4,23
413127bd-5280-4acd-a0f3-0e3d706e31f1,Rhinella marina,-20.86001976,147.7751294,Australia,Queensland,Whitsunday (R),2006,7,13
97f62f15-c871-45b8-9e7f-345ebaec721f,Rhinella marina,-17.41996033,145.0104083,Australia,Queensland,Tablelands (R),,,
93322404-970b-4344-9539-0498d32b34a6,Rhinella marina,-12.964917,131.008307,Australia,Northern Territory,Coomalie (S),2014,2,23
6e686ef9-91fe-4e47-b5f7-4f0183a7aeee,Rhinella marina,-17.93692,145.37617,Australia,Queensland,Tablelands (R),2014,10,14
d18c81f4-8975-4da7-aa08-8dfb23f4a575,Rhinella marina,-16.58899363,144.9234284,Australia,Queensland,Tablelands (R),,,
3ec019b0-df96-49bb-9f97-4ebfeee4153e,Rhinella marina,-13.601,132.28385,Australia,Northern Territory,West Arnhem (S),2015,11,16
7fa1406b-9d07-4e6c-9d1a-d555ca93d205,Rhinella marina,-28.17302841,153.0768633,Australia,Queensland,Scenic Rim (R),2000,12,11
360858dc-0f5d-402c-9809-3b10cee28ed4,Rhinella marina,-25.23166666,152.2844444,Australia,Queensland,Bundaberg (R),1945,1,1
0c545d30-ab6a-402d-a2cd-385488c6a316,Rhinella marina,-14.48861111,143.6780556,Australia,Queensland,Cook (S),2013,8,5
516342e8-a242-489f-ace9-f297091fa576,Rhinella marina,-19.50426,139.37779,Australia,Queensland,Mount Isa (C),2011,4,17
46f40a3b-6057-4d78-bf40-f470106cafe9,Rhinella marina,-27.6900748,152.3594125,Australia,Queensland,Lockyer Valley (R),1981,1,1
3cf156e6-602f-4c13-b76c-2161f2546164,Rhinella marina,-26.76236977,152.5313602,Australia,Queensland,Somerset (R),1994,11,17
bebd63ee-0d07-4b37-8da6-2d13e243de90,Rhinella marina,-29.40727,153.179041,Australia,New South Wales,Clarence Valley (A),2021,3,8
8051f063-0e04-4066-b029-c9a216437f60,Rhinella marina,-27.12340655,152.7927338,Australia,Queensland,Moreton Bay (R),1992,11,21
0b370355-4f98-4299-aecf-aef9c34c0bcb,Rhinella marina,-19.309369,146.765068,Australia,Queensland,Townsville (C),2017,10,19
0ed3b82a-9566-4131-86cd-23e693a21d62,Rhinella marina,-25.1833089,150.1880373,Australia,Queensland,Banana (S),2000,3,26
12d53b1c-0fc2-4ac3-afc1-91f834a22176,Rhinella marina,-17.165,145.8761111,Australia,Queensland,Cairns (R),1974,1,1
fa48e6d4-198b-4688-96ff-db67d16a5fa6,Rhinella marina,-33.86709,151.21758,Australia,New South Wales,Sydney (C),2018,10,19
8b439b3c-eb1b-46ab-8857-c13c7671ce25,Rhinella marina,-26.44833333,152.2011111,Australia,Queensland,Gympie (R),1973,1,1
25f682bc-551d-4935-b8c3-b7e499fb7603,Rhinella marina,-28.1085,153.2503889,Australia,Queensland,Gold Coast (C),2016,8,24
dc8c468d-d83f-4e9c-990b-9b49c5cac03a,Rhinella marina,-26.83136257,152.878179,Australia,Queensland,Sunshine Coast (R),1997,1,30
d45f9959-c8a0-47ac-9698-1167f117459a,Rhinella marina,-15.62757707,135.4599358,Australia,Northern Territory,Roper Gulf (S),2002,9,12
6df306b6-fa49-4289-8a05-b2a450b549e9,Rhinella marina,-25.21416667,152.6076111,Australia,Queensland,Fraser Coast (R),2011,8,25
a87d9962-2af9-41c3-b831-c102bff5a431,Rhinella marina,-28.19341936,153.0931799,Australia,Queensland,Scenic Rim (R),1999,12,16
0be06fe3-b071-45e7-9698-03d452b0aca9,Rhinella marina,-23.783333,151.133333,Australia,Queensland,Gladstone (R),1998,1,19
a5da59d6-10e8-4fe8-a452-99ffaf172689,Rhinella marina,-17.41996033,145.0104083,Australia,Queensland,Tablelands (R),,,
4a036c68-921a-454a-83f7-b1b8b903d6b1,Rhinella marina,-27.74833333,153.3177778,Australia,Queensland,Gold Coast (C),1974,1,1
b00a0292-f3f1-4edd-98e8-0063092a4d67,Rhinella marina,-27.42643871,153.5380381,Australia,Queensland,Redland (C),2006,3,5
8d20bf65-2793-4bb1-a596-2ad8891923b8,Rhinella marina,-26.72423817,153.0993921,Australia,Queensland,Sunshine Coast (R),1993,8,16
d7096577-5f7d-49e5-94de-1361d0db3e4e,Rhinella marina,-27.50673761,152.9427347,Australia,Queensland,Brisbane (C),1992,12,1
277e5212-9039-4c17-b646-bc25a0d3744f,Rhinella marina,-25.05558047,152.3223358,Australia,Queensland,Bundaberg (R),1997,6,23
d36f0c6d-2e5d-41f3-9c6c-8cb56e0f3c3a,Rhinella marina,-27.32340414,153.0260651,Australia,Queensland,Brisbane (C),1993,10,29
466fc701-3bf7-44ff-b072-ed9e608271cd,Rhinella marina,-19.0744388,146.0369517,Australia,Queensland,Charters Towers (R),2007,4,16
8dcbe11f-dfcb-4b88-b1fd-fdd36c926105,Rhinella marina,-25.503333,148.864167,Australia,Queensland,Maranoa (R),2008,4,3
76dff95a-ec45-49ce-a778-e2bd87462525,Rhinella marina,-26.74499671,151.9014266,Australia,Queensland,South Burnett (R),1997,11,11
7c1ae54a-9393-41b6-b171-0b62b79d31bd,Rhinella marina,-17.86912,145.36392,Australia,Queensland,Tablelands (R),2017,10,1
2d8184b8-51b8-4c32-83a6-4b23411d8233,Rhinella marina,-16.5257248,145.0061843,Australia,Queensland,Tablelands (R),,,
41e24b42-bb55-4e62-8c8e-a8ad76db0c3b,Rhinella marina,,,,Queensland,Sunshine Coast (R),2017,3,2
d4a73372-fe3c-45a9-811d-c007461e4e10,Rhinella marina,-24.64624934,151.7044719,Australia,Queensland,Gladstone (R),1995,10,8
60ba3579-6a33-4a80-90e2-f515e632a226,Rhinella marina,-26.02264739,151.6295149,Australia,Queensland,South Burnett (R),1999,3,23
1573e0c0-efad-4f99-8e42-1634553a87fe,Rhinella marina,-29.460061,153.218048,Australia,New South Wales,Clarence Valley (A),2021,3,17
b989679b-58cb-4b53-8949-b3a4ef3822c0,Rhinella marina,-24.35715984,150.9620884,Australia,Queensland,Gladstone (R),2013,6,10
6cab243c-87a7-4ede-8049-09cea0f344fd,Rhinella marina,-27.40674004,152.6427388,Australia,Queensland,Somerset (R),1992,7,7
a4bc17af-c21a-4b59-87a1-6de5d5067412,Rhinella marina,-20.5085,148.6685,Australia,Queensland,Whitsunday (R),1982,1,1
5cf0d4d7-c6a2-490c-8dda-51cff0554f40,Rhinella marina,-28.576598,153.143662,Australia,New South Wales,Lismore (C),2022,1,22
87ef1f86-0e95-49e0-86f1-0173995f7312,Rhinella marina,,,,Queensland,Sunshine Coast (R),2019,3,7
354b5f5e-867f-40b1-adf9-1710b5fe8d5c,Rhinella marina,-23.39944444,144.2180556,Australia,Queensland,Longreach (R),2007,3,25
1ba1cc8a-fcec-4efa-a110-010d2b1f244a,Rhinella marina,-18.18671,143.1992,Australia,Queensland,Etheridge (S),,,
4ead10b3-12e1-46b9-bb67-4311a6402839,Rhinella marina,-27.82340078,153.3260645,Australia,Queensland,Gold Coast (C),1992,1,1
1f4f953e-b090-41c7-a0cf-19fac8f997ae,Rhinella marina,-27.12340936,152.3927402,Australia,Queensland,Somerset (R),1992,9,24
550b5791-5691-46e6-bd05-f4269a9d7e49,Rhinella marina,-16.52272458,145.0251449,Australia,Queensland,Tablelands (R),,,
e6c065fd-6ddc-4664-8b0e-f9f26791e04b,Rhinella marina,-26.747134,152.736263,Australia,Queensland,Sunshine Coast (R),2019,2,13
3b3e1313-b4cd-4de5-9728-81aca3edd261,Rhinella marina,-13.95682209,143.2094525,Australia,Queensland,Cook (S),1979,3,20
9a965c36-f513-434b-bf8a-860866a69493,Rhinella marina,-25.8786927,152.6267357,Australia,Queensland,Fraser Coast (R),1996,6,28
963166cc-306f-460a-9564-c402354147ae,Rhinella marina,-26.146785,152.434172,Australia,Queensland,Gympie (R),2017,7,5
c58731a9-acd4-46ef-9dd0-2e62464fe613,Rhinella marina,-27.45674059,152.5427408,Australia,Queensland,Somerset (R),1992,5,1
fa0ae844-02cf-40fa-81c9-861e9c170ab3,Rhinella marina,-13.42642,142.55119,Australia,Queensland,Cook (S),2008,10,25
0d174844-335e-48ac-9b08-7f8facbe9702,Rhinella marina,-23.0296261,150.7048311,Australia,Queensland,Rockhampton (R),2005,5,11
f13ed16f-e1d1-4b12-9b55-f1ce81bc5649,Rhinella marina,-25.335,150.5519444,Australia,Queensland,North Burnett (R),2009,2,8
bb691cf0-aa8c-4e12-91cf-91b12e090408,Rhinella marina,-17.97472222,141.5630556,Australia,Queensland,Croydon (S),2001,3,17
d949b2b6-80a7-4c1c-81a3-daa328e06cf8,Rhinella marina,-20.6352389,147.6186076,Australia,Queensland,Whitsunday (R),2006,5,15
adcf6bf9-10be-4c11-9d08-ee52b080d515,Rhinella marina,-25.316667,153.2,Australia,Queensland,Fraser Coast (R),,,
00e1598b-9666-4779-8cd3-8035b02d8309,Rhinella marina,-27.44007091,152.9760668,Australia,Queensland,Brisbane (C),1994,1,5
3cb6ebe4-4a28-4d01-8268-bd6918212a9d,Rhinella marina,,,,,,1994,12,16
56b061ee-a85d-4dec-a547-2944ce2e9688,Rhinella marina,-19.14229,146.46494,Australia,Queensland,Townsville (C),1998,10,18
